,weather_event_id,weather_event_started_on,weather_event_ended_on,state,location,event_type,begin_latitude,begin_longitude,end_latitude,end_longitude,magnitude,magnitude_type,damage_property,damage_crops,episode_narrative,comments,distance_to_weather_event_start_km,distance_to_weather_event_end_km,min_distance_to_weather_event_km,system_id,system_latitude,system_longitude,grouping,power,system_data_started_on,system_data_ended_on,system_data_days_before_event,system_data_days_after_event,data_stream,pct_median_output
10,712311,2016-08-11 01:30:00+00:00,2016-08-11 03:30:00+00:00,MINNESOTA,"Hennepin County MINNESOTA, United States",Flash Flood,45.0208911,-93.5094574,44.8895,-93.3126,,,0.0,0.0,Several waves of thunderstorms moved across central and southern Minnesota and into west central Wisconsin between the late afternoon of Wednesday August 10th through Thursday morning August 11th. A few of the storms produced large hail and severe wind gusts as several bow echoes formed. However the main hazard became the extremely heavy rainfall with bouts of rainfall rates as high as 2 to 3 inches per hour. ||By Thursday morning a large area of 3 to 6 inches of rain fell between Appleton City to Willmar and Hutchinson southward to Granite Falls and Redwood Falls. Inside this area there was a smaller area of 6 to 8 inches of rain that fell between Appleton City to Willmar southward to Olivia. The highest totals were near Olivia and Willmar where two local observations measured 8.78 and 8.09 inches respectfully.  ||These amounts set the stage for areal and river flooding with some flash flooding where rainfall rates maximized during the evening near Hutchinson.||This was also the second Mega-rain event this year. The DNR classifies a Mega-rain event as an area that receives six inches of rain and covers more than 1000 square miles. The last event was July 11-12 2016 in central Minnesota.  According to the Minnesota DNR this was the first year (2016) that the state had two mega rainfall events in one year.||The following are some of the higher rainfall amounts during this event that ended Thursday morning August 11th. ||...Anoka County...|Blaine                         3.10               |Coon Rapids                 3.02                  ||...Blue Earth County...|Mapleton                      4.50                         |Mapleton       3.30             |             |...Brown County...|New Ulm                      3.54         |           |...Carver County...|Mayer                          4.91         |Norwood/Young America 4.54                         ||...Chippewa County...|Watson 1 NE                 4.93                |Laq Qui Parle                4.60               |Montevideo                   4.29       ,,29.811206540502575,12.176180702990692,12.176180702990692,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,1968,2414,ac_power_inv_16421,1.3494486163928991
11,733197,2016-08-16 22:15:00+00:00,2016-08-17 00:00:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Flash Flood,44.731554,-93.1779659,44.7566,-93.2809,,,0.0,0.0,The afternoon of Tuesday August 16th a cluster of thunderstorms developed in the southwest suburbs of the Twin Cities near Shakopee and Chanhassen. These storms moved slowly to the east and northeast and produced large hail near downtown Minneapolis and torrential rainfall in the southern part of the cities. County Road 61 in the Minnesota River Valley had a mud slide due to the intense rainfall with debris flowing over the road. Some parts of Apple Valley had two feet of water flowing near the intersection of Highway 42 and Pennock Road.,,20.375223843337047,19.89475175552534,19.89475175552534,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,1974,2408,ac_power_inv_16421,1.659547669974403
12,719627,2016-09-22 00:45:00+00:00,2016-09-22 03:45:00+00:00,MINNESOTA,"Anoka County MINNESOTA, United States",Flash Flood,45.3292832,-93.2197005,45.1294,-93.2713,,,0.0,0.0,On the evening of September 20th a warm front was stretched west to east across southern Minnesota originating from a developing low pressure system across the South Dakota and Nebraska border. The weather pattern and associated boundaries were nearly stationary through early Thursday morning September 22nd. The atmosphere was very moist which was evident in the soundings as near record high Precipitable Water (PWAT) values were noted.  ||Although the most significant part of this weather event was flooding some large hail was observed the evening of September 20th and during the afternoon and evening of Wednesday September 21st. ||The evening of Tuesday September 20th an area of thunderstorms formed along and north of the warm front in southern Minnesota. Heavy rain fell in south central Minnesota especially near Waseca. A Flash Flood Warning was issued for portions of southern Minnesota but no major issues were reported. Ultimately 2 to 3 inches of rain fell in a rather short period of time near Janesville and Waseca late Tuesday night. This rainfall event although localized created very wet antecedent conditions before the main heavy rainfall event developed the evening of Wednesday September 21st.||The evening and overnight of September 21st-22nd saw much more and widespread heavy rainfall across southern Minnesota. Two areas that were hit the hardest occurred across Hennepin and Anoka counties in the Twin Cities metro area and around Mankato Waseca and Owatonna. ||The worst and most significant flash flood event occurred between Greenfield Corcoran in Hennepin County eastward to Spring Lake Park Fridley Lexington and Lino Lakes in Anoka County. The first heavy rainfall event occurred between 5 PM and 8 PM CST. This event produced between 3 and 6 inches of rainfall in less than 3 hours with some areas receiving 3 to 4 inches of rain in less than 90 minutes based on local observations. The second event produced an additional 2 to 4 inches after 9 PM CST in the same areas which prompted a small region to have a,,46.30748876479179,25.36687208350026,25.36687208350026,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,2010,2372,ac_power_inv_16421,0.8348027846713311
13,542499,2013-07-13 10:00:00+00:00,2013-07-13 13:00:00+00:00,MINNESOTA,"Hennepin County MINNESOTA, United States",Heavy Rain,45.0208911,-93.5094574,44.94,-93.25,,,0.0,0.0,Scattered thunderstorms that developed across west central Minnesota early Saturday morning July 13th moved southeast across central east central and south central Minnesota by daybreak.  After 3 AM CST thunderstorms began across of the western suburbs of the Twin Cities and slowly moved southeast across the southwest Metro and then portions of south central and southeast Minnesota around Elko New Market Northfield and Dundas where locally 5 to 9 inches of rain fell between 6 AM CST to 9 AM CST.  ||The heaviest rainfall occurred between 3 AM CST and 6 AM CST across Carver Hennepin and northern Scott counties. These areas received between 3 and 6 inches of rainfall in 2-3 hours. Flooding reports were widespread across southern Hennepin and northern Scott counties. Flood waters quickly went into area streams and creeks and spilled across low areas of southern Hennepin county. There were many reports of bike paths golf courses and intersections inundated with flood waters.  ||The storms continued to back build across the southwestern suburbs of the Twin Cities and spread southeast into southern Scott southwestern Dakota and northern Rice counties between 6 AM CST to 9 AM CST. Rainfall amounts surpassed 5 inches with as much as locally 8.3 inches in a band from near Prior Lake southeast to Elko New Market Webster Dundas and Northfield. ||The storms started to weaken after 9 AM but lingering showers continued through 10 AM before moving south of the flooded region. By noon rainfall totals surpassed normal July monthly totals within 3 to 6 hours. ||The rainfall amounts and high rates caused significant flooding along the Cannon Vermillion and Little Cannon Rivers and many creeks and streams that feed into these longer river systems.,,29.811206540502575,7.461590520744936,7.461590520744936,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,843,3538,ac_power_inv_16421,0.0
14,482540,2012-11-11 05:10:00+00:00,2012-11-11 05:11:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Tornado,44.731554,-93.1779659,44.9109,-93.1164,,,100000.0,0.0,A record breaking day occurred across the Upper Midwest as temperatures soared into the 60s and 70s across southern Minnesota during the afternoon of Saturday November 10th.  Thunderstorms developed across eastern Nebraska late in the day and moved northeast across southern Minnesota during the evening. A powerful low level jet of 65 knots developed ahead of a strong cold front late Saturday evening. This low level jet combined with ample instability to create several lines of thunderstorms across southern Minnesota. One line of thunderstorms moved through the southern and eastern metro area of the Twin Cities and produced four EF-0 tornadoes along with damaging straight line winds. One tornado moved through the Burnsville area the second moved through Eagan the third occurred near Lilydale and the fourth hit Mahtomedi and Grant.  In addition to the tornadoes there was a long path of damaging straight line winds that caused numerous large trees to blow down onto houses cars and other public and private structures.  These were the latest Minnesota tornadoes in a calendar year in the Storm Prediction Center database (which began in 1950) although there may have been one later tornado on Nov 16 1931 (but records of tornadoes were not maintained before 1950).,,20.375223843337047,3.665126576505736,3.665126576505736,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,599,3783,ac_power_inv_16421,0.906264607542852
15,414963,2011-07-01 23:50:00+00:00,2011-07-01 23:50:00+00:00,MINNESOTA,"Ramsey County MINNESOTA, United States",Thunderstorm Wind,44.9963986,-93.0615978,45.08,-93.02,50.0,EG,0.0,0.0,A very hot and humid day occurred across southern Minnesota and western Wisconsin Friday July 1st.  A frontal boundary held across the southwest part of the state then northeast across east central Minnesota and into portions of west central and northern Wisconsin. ||During the afternoon a large thunderstorm complex developed across southeast South Dakota along this frontal boundary and moved into far southwest Minnesota. Several long duration supercells and bow echoes occurred along a path from the southwest to the northeast across southern Minnesota and into west central Wisconsin. ||Several of the storms developed tornadoes near Redwood Falls and again around St. Cloud Minnesota.  In addition to the tornadoes severe straight line winds occurred. Plus the development of the rear inflow notch allowed for the strong winds to continue beyond the main bow echo across many areas of southern Minnesota. ||Widespread damage occurred with this system along with hundreds of large trees blown down and structural damage to homes and barns. Widespread reports of hail with each storm along with a few reports of baseball and softball size hail.||Several communities lost power with over 90000 reported outages throughout southern and central Minnesota.,,12.087742357545071,21.547031497614867,12.087742357545071,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,101,4281,ac_power_inv_16421,1.8982732816912244
16,475157,2012-06-18 04:20:00+00:00,2012-06-18 04:20:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Thunderstorm Wind,44.731554,-93.1779659,44.9388,-93.0643,56.0,MG,0.0,0.0,A complex of thunderstorms that developed early Tuesday morning across South Dakota moved quickly eastward across southern Minnesota with numerous reports of large hail severe wind gusts and torrential rainfall. ||As the thunderstorms moved across the southern metro the line of storms intensified and caused widespread damage from Lakeville eastward to Hastings.  Hundreds of trees and power lines were blown down aircraft were flipped over at the Lakeville airport and damage occurred to an apartment complex in Hastings. ||In addition to the damage across the southern metro farmers across southern Minnesota from Redwood Falls to New Prague were hit by large hail and high winds. The combination of the hail and high winds caused a large swath of crop damage up to 15 miles wide in some areas to corn and soy beans. Some farmers had a total loss as the hail shredded corn and soy bean fields.||Wind storms and flooding during the period June 14-21 led to Dakota Goodhue Kandiyohi Meeker Rice and Sibley counties being among those Minnesota counties designated disaster areas by presidential declaration on July 6 2012.,,20.375223843337047,8.20869014050576,8.20869014050576,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,453,3929,ac_power_inv_16421,1.8693756455512716
17,463332,2012-05-19 23:30:00+00:00,2012-05-19 23:30:00+00:00,MINNESOTA,"Ramsey County MINNESOTA, United States",Thunderstorm Wind,44.9963986,-93.0615978,44.95,-93.1,50.0,EG,0.0,0.0,Several waves of thunderstorms developed along a cold front Saturday afternoon and evening across eastern Minnesota and produced several areas of large hail and severe wind gusts.,,12.087742357545071,6.31357754609444,6.31357754609444,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,424,3958,ac_power_inv_16421,1.1093902564179212
18,466738,2012-06-11 01:55:00+00:00,2012-06-11 02:00:00+00:00,MINNESOTA,"Ramsey County MINNESOTA, United States",Thunderstorm Wind,44.9963986,-93.0615978,44.9058,-93.1678,61.0,EG,50000.0,0.0,The afternoon of Sunday June 10th a line of thunderstorms developed along a cold front across western Minnesota and quickly became severe as they moved to the east-northeast across central and southern Minnesota.  Initially large hail was the main hazard but it evolved into severe downburst winds across eastern Minnesota as this line moved to the east.  There was one confirmed report of a tornado in northern Le Sueur County and southern Scott County. ||One area that had significant damage was across southern Ramsay County near Highland Park where numerous trees and large limbs were blown down. Some of the blown down tree limbs caused damage to cars.  Thousands of people lost electrical power as trees and power lines were toppled by severe thunderstorms that rattled through the southern metro area.  Lightning from these thunderstorms across eastern Minnesota struck a home in Apple Valley and a pole barn in Washington County.,,12.087742357545071,1.0602087935141715,1.0602087935141715,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,446,3936,ac_power_inv_16421,2.0247894863914486
19,461489,2012-07-13 22:51:00+00:00,2012-07-13 22:51:00+00:00,MINNESOTA,"Anoka County MINNESOTA, United States",Thunderstorm Wind,45.3292832,-93.2197005,45.08,-93.26,52.0,EG,0.0,0.0,During the afternoon of Friday July 13th a weak disturbance moving south-southeast across central Minnesota allowed for thunderstorms to develop across the region especially east-central Minnesota where there were several reports of large hail. Most of the hail reports were less than one inch in diameter along with brief periods of wind gusts up to 50 mph.,,46.30748876479179,19.926167191600605,19.926167191600605,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,479,3903,ac_power_inv_16421,1.6146715775157066
20,481838,2012-08-04 04:12:00+00:00,2012-08-04 04:12:00+00:00,MINNESOTA,"Dakota County MINNESOTA, United States",Thunderstorm Wind,44.731554,-93.1779659,44.88,-93.14,56.0,EG,0.0,0.0,Initially severe thunderstorms developed in north central South Dakota and moved east-southeast across eastern South Dakota and produced large hail and damaging winds before 6 pm.  These storms moved and formed a large line of intense thunderstorms across west-central Minnesota which moved eastward rapidly across southern Minnesota. A few severe wind gusts occurred near Benson but the strongest storms began across east-central Minnesota and produced numerous wind damage reports across portions of the Twin Cities near St. Cloud and portions of west-central Wisconsin before it decreased in intensity after midnight.,,20.375223843337047,4.234050946659533,4.234050946659533,10000.0,44.914573,-93.162525,PV Output,5.85,3/22/2011 12:50,3/22/2023 12:40,500,3882,ac_power_inv_16421,1.8363597200863584
